0,label
datasets/HistoQC_reader_mil_c16/1/TCGA-A2-A0T1-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A2-A0T3-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A2-A0T4-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A2-A0T5-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A2-A0T6-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A2-A0YC-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A2-A0YE-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A2-A0YJ-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A2-A0YK-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A2-A25A-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A2-A25E-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A2-A3XS-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A2-A3XU-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A2-A3XW-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A2-A3Y0-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A2-A4RX-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A2-A4S1-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A2-A4S3-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A7-A0CG-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A7-A0CH-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A7-A0CH-01Z-00-DX2.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A7-A0CJ-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A7-A0DA-01Z-00-DX2.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A7-A13G-01Z-00-DX2.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A7-A13H-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A7-A26F-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A7-A26J-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A7-A2KD-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A7-A3IZ-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A7-A3J1-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A7-A426-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A7-A4SA-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A7-A4SC-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A7-A4SD-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A7-A4SE-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A7-A56D-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A7-A5ZV-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A7-A5ZW-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A7-A6VY-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A8-A06O-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A8-A06T-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A8-A06X-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A8-A06Y-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A8-A06Z-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A8-A07C-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A8-A07E-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A8-A07I-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A8-A07J-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A8-A07P-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A8-A07R-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A8-A07S-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A8-A07U-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A8-A07Z-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A8-A082-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A8-A083-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A8-A085-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A8-A086-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A8-A08A-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A8-A08B-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A8-A08C-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A8-A08F-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A8-A08P-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A8-A08S-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A8-A08T-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A8-A08X-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A8-A091-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A8-A095-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A8-A09C-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A8-A09G-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A8-A09M-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A8-A09R-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A8-A0A1-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A8-A0A2-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A8-A0A4-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A8-A0A7-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A8-A0A9-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-A8-A0AD-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AC-A23E-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AC-A23H-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AC-A2BM-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AC-A2FG-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AC-A2FO-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AC-A3EH-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AC-A3HN-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AC-A3QP-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AC-A3QQ-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AC-A3W5-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AC-A3W7-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AC-A3YI-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AC-A3YJ-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AC-A5XS-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AC-A5XU-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AC-A6IW-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AC-A7VC-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AC-A8OQ-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AN-A041-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AN-A0AK-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AN-A0AL-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AN-A0AS-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AN-A0FK-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AN-A0FN-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AN-A0G0-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AN-A0XO-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AN-A0XS-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AN-A0XU-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AO-A03M-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AO-A03N-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AO-A03O-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AO-A03V-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AO-A0J2-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AO-A0J3-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AO-A0J5-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AO-A0J7-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AO-A0JE-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AO-A0JM-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AO-A126-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AO-A12F-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AO-A1KO-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AO-A1KS-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AO-A1KT-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AQ-A04H-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AQ-A0Y5-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AQ-A7U7-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AR-A0TR-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AR-A0TU-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AR-A0TW-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AR-A0TZ-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AR-A0U2-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AR-A0U3-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AR-A1AH-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AR-A1AI-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AR-A1AN-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AR-A1AT-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AR-A1AU-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AR-A1AW-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AR-A1AY-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AR-A24L-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AR-A24M-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AR-A24Q-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AR-A24R-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AR-A24S-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AR-A24T-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AR-A24Z-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AR-A254-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AR-A2LE-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AR-A2LJ-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AR-A2LN-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-AR-A2LR-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-B6-A0I2-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-B6-A0I6-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-B6-A0I8-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-B6-A0I9-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-B6-A0IB-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-B6-A0IC-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-B6-A0IE-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-B6-A0IG-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-B6-A0IJ-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-B6-A0IM-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-B6-A0IO-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-B6-A0RE-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-B6-A0RG-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-B6-A0RI-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-B6-A0RL-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-B6-A0RO-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-B6-A0RU-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-B6-A0X0-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-B6-A0X1-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-B6-A0X5-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-B6-A0X7-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-B6-A1KF-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-B6-A1KN-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-B6-A2IU-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-BH-A0AV-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-BH-A0AW-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-BH-A0AY-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-BH-A0B0-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-BH-A0B3-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-BH-A0B4-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-BH-A0B7-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-BH-A0B9-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-BH-A0BA-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-BH-A0BC-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-BH-A0BD-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-BH-A0BF-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-BH-A0BO-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-BH-A0BQ-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-BH-A0BV-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-BH-A0BW-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-BH-A0C1-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-BH-A0C3-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-BH-A0C7-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-BH-A0DI-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-BH-A0DK-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-BH-A0DL-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-BH-A0DO-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-BH-A0DT-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-BH-A0DX-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-BH-A0E0-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-BH-A0E2-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-BH-A0E7-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-BH-A0EB-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-BH-A0H0-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-BH-A0H5-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-BH-A0H6-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-BH-A0HA-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-BH-A0HB-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-BH-A0HF-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-BH-A0HK-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-BH-A0HL-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-BH-A0HN-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-BH-A0HW-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-BH-A0HX-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-BH-A0W4-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-BH-A0W5-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-BH-A0WA-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-BH-A18I-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-BH-A18J-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-BH-A18L-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-BH-A18P-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-BH-A18T-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-BH-A18U-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-BH-A1ES-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-BH-A1EW-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-BH-A1EX-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-BH-A1F2-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-BH-A1F6-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-BH-A1F8-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-BH-A1FH-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-BH-A1FM-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-BH-A1FN-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-BH-A1FR-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-BH-A202-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-BH-A209-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-BH-A28O-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-BH-A28Q-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-BH-A42V-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-C8-A12N-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-C8-A12O-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-C8-A12X-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-C8-A132-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-C8-A133-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-C8-A138-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-C8-A1HI-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-C8-A1HJ-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-C8-A1HO-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-C8-A26V-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-C8-A26X-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-C8-A26Y-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-C8-A26Z-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-C8-A274-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-C8-A275-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-C8-A3M8-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-C8-A8HP-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-C8-A9FZ-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-D8-A140-01Z-00-DX2.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-D8-A141-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-D8-A146-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-D8-A147-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-D8-A1J9-01Z-00-DX2.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-D8-A1JG-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-D8-A1JH-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-D8-A1JI-01Z-00-DX2.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-D8-A1JK-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-D8-A1JL-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-D8-A1JM-01Z-00-DX1.csv,1
datasets/HistoQC_reader_mil_c16/1/TCGA-D8-A1JP-01Z-00-DX1.csv,1
